REF_AREA,Reference area,Business development stage,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,Later stage venture,2019,0.0
SVN,Slovenia,Start-up and other early stage,2019,1.1194745061287086
SVN,Slovenia,Seed,2019,0.0279868626532177
SVN,Slovenia,Total,2019,1.1474613687819264
SVN,Slovenia,Later stage venture,2020,0.7207600081507114
SVN,Slovenia,Start-up and other early stage,2020,2.7983804572987703
SVN,Slovenia,Seed,2020,0.0571098052509953
SVN,Slovenia,Total,2020,3.576250270700477
SVN,Slovenia,Later stage venture,2021,0.2956850771313448
SVN,Slovenia,Start-up and other early stage,2021,0.7084614448067019
SVN,Slovenia,Seed,2021,0.0863400425223526
SVN,Slovenia,Total,2021,1.0904865644603994
SVN,Slovenia,Total,2022,8.003169676411316
SVN,Slovenia,Seed,2022,1.0530486416330678
SVN,Slovenia,Start-up and other early stage,2022,4.844023751512112
SVN,Slovenia,Later stage venture,2022,2.1060972832661355
SVN,Slovenia,Later stage venture,2023,0.0
SVN,Slovenia,Start-up and other early stage,2023,0.0
SVN,Slovenia,Seed,2023,0.5406343128315143
SVN,Slovenia,Total,2023,0.5406343128315143
SVN,Slovenia,Total,2024,5.762312172488584
SVN,Slovenia,Seed,2024,0.3247141392604776
SVN,Slovenia,Start-up and other early stage,2024,0.5411902321007961
SVN,Slovenia,Later stage venture,2024,4.89640780112731
SWE,Sweden,Total,2007,563.6171657308129
SWE,Sweden,Start-up and other early stage,2007,276.1333031097244
SWE,Sweden,Later stage venture,2007,266.8669666003537
SWE,Sweden,Seed,2007,20.616896020734774
SWE,Sweden,Later stage venture,2008,253.60154186943728
SWE,Sweden,Start-up and other early stage,2008,281.23844905423664
SWE,Sweden,Total,2008,545.6883273845198
SWE,Sweden,Seed,2008,10.848336460845816
SWE,Sweden,Seed,2009,3.253051051686871
SWE,Sweden,Total,2009,320.73423578545845
SWE,Sweden,Start-up and other early stage,2009,154.88428396821743
SWE,Sweden,Later stage venture,2009,162.59690076555415
SWE,Sweden,Start-up and other early stage,2010,177.07594867721252
SWE,Sweden,Seed,2010,5.7882380534799145
SWE,Sweden,Total,2010,363.644625261592
SWE,Sweden,Later stage venture,2010,180.7804385308996
SWE,Sweden,Later stage venture,2011,170.7294638926112
SWE,Sweden,Start-up and other early stage,2011,165.55757064277296
SWE,Sweden,Total,2011,340.04795842619416
SWE,Sweden,Seed,2011,3.76092389081002
SWE,Sweden,Seed,2012,7.633636137466838
SWE,Sweden,Start-up and other early stage,2012,129.94261414306675
SWE,Sweden,Total,2012,286.4941909821916
SWE,Sweden,Later stage venture,2012,148.917940701658
SWE,Sweden,Start-up and other early stage,2013,117.2947903560355
SWE,Sweden,Seed,2013,6.623988744358951
SWE,Sweden,Total,2013,316.4927611191637
SWE,Sweden,Later stage venture,2013,192.5739820187692
SWE,Sweden,Start-up and other early stage,2014,174.32317535067762
SWE,Sweden,Total,2014,375.89590771277057
SWE,Sweden,Later stage venture,2014,192.59040647075528
SWE,Sweden,Seed,2014,8.982325891337673
SWE,Sweden,Seed,2015,2.101705896046941
SWE,Sweden,Start-up and other early stage,2015,103.72033875381425
SWE,Sweden,Total,2015,194.50947114601885
SWE,Sweden,Later stage venture,2015,88.68742649615764
SWE,Sweden,Later stage venture,2016,116.474665467315
SWE,Sweden,Start-up and other early stage,2016,99.66108397870217
SWE,Sweden,Total,2016,231.114805068164
SWE,Sweden,Seed,2016,14.979055622146843
SWE,Sweden,Later stage venture,2017,99.43249223561656
SWE,Sweden,Seed,2017,17.188302409007825
SWE,Sweden,Start-up and other early stage,2017,140.56256834641712
SWE,Sweden,Total,2017,257.1833629910415
SWE,Sweden,Start-up and other early stage,2018,261.3122598772584
SWE,Sweden,Total,2018,466.3170222534461
SWE,Sweden,Later stage venture,2018,185.9054449643492
SWE,Sweden,Seed,2018,19.09931741183852
SWE,Sweden,Later stage venture,2019,71.28005394434192
SWE,Sweden,Start-up and other early stage,2019,273.884811402018
SWE,Sweden,Total,2019,366.4317912131684
SWE,Sweden,Seed,2019,21.266925866808545
SWE,Sweden,Seed,2020,35.941165021751985
SWE,Sweden,Start-up and other early stage,2020,361.0732714232584
SWE,Sweden,Total,2020,635.7453469215072
SWE,Sweden,Later stage venture,2020,238.7309104764969
SWE,Sweden,Later stage venture,2021,687.0977130604359
SWE,Sweden,Start-up and other early stage,2021,427.1295599990796
SWE,Sweden,Total,2021,1179.746390672797
SWE,Sweden,Seed,2021,65.51911761328114
SWE,Sweden,Start-up and other early stage,2022,383.2531779033535
SWE,Sweden,Total,2022,957.238390467803
SWE,Sweden,Later stage venture,2022,530.9583611403988
SWE,Sweden,Seed,2022,43.026851424050825
SWE,Sweden,Later stage venture,2023,173.66962546455085
SWE,Sweden,Total,2023,410.89091171662255
SWE,Sweden,Seed,2023,25.44927900791788
SWE,Sweden,Start-up and other early stage,2023,211.77200724415383
SWE,Sweden,Start-up and other early stage,2024,422.195261327504
SWE,Sweden,Seed,2024,79.69779504487306
SWE,Sweden,Total,2024,652.6080525534682
SWE,Sweden,Later stage venture,2024,150.7149961810911
USA,United States,Seed,2007,225.598945
USA,United States,Later stage venture,2007,22461.382746
USA,United States,Total,2007,37402.90632000002
USA,United States,Start-up and other early stage,2007,14715.924629000026
USA,United States,Start-up and other early stage,2008,14897.571564000007
USA,United States,Total,2008,36346.40712480001
USA,United States,Later stage venture,2008,21172.300861
USA,United States,Seed,2008,276.53469979999994
USA,United States,Seed,2009,316.4922909999999
USA,United States,Later stage venture,2009,16609.146727
USA,United States,Total,2009,26592.490722399987
USA,United States,Start-up and other early stage,2009,9666.851704399987
USA,United States,Start-up and other early stage,2010,10888.88498100002
USA,United States,Total,2010,30481.141083000024
USA,United States,Later stage venture,2010,19129.630274000003
USA,United States,Seed,2010,462.6258280000003
USA,United States,Seed,2011,1174.9875162999977
USA,United States,Later stage venture,2011,28794.26547700003
USA,United States,Total,2011,43759.22585370002
USA,United States,Start-up and other early stage,2011,13789.972860399996
USA,United States,Start-up and other early stage,2012,13714.834388000028
USA,United States,Total,2012,39675.845239600014
USA,United States,Later stage venture,2012,24358.35560899999
USA,United States,Seed,2012,1602.6552425999982
USA,United States,Seed,2013,4138.93875130255
USA,United States,Later stage venture,2013,18797.033166055004
USA,United States,Total,2013,40145.79330631002
USA,United States,Start-up and other early stage,2013,17209.821388952467
USA,United States,Start-up and other early stage,2014,22665.132011704
USA,United States,Total,2014,56853.985851295
USA,United States,Later stage venture,2014,29885.577743448
USA,United States,Seed,2014,4303.276096143
USA,United States,Seed,2015,5468.714662994
USA,United States,Later stage venture,2015,30755.420256444
USA,United States,Total,2015,62843.30996873201
USA,United States,Start-up and other early stage,2015,26619.175049294
USA,United States,Start-up and other early stage,2016,25933.353274505
USA,United States,Total,2016,61996.13552408799
USA,United States,Later stage venture,2016,30244.513435291
USA,United States,Seed,2016,5818.26881429199
USA,United States,Seed,2017,7230.92117320399
USA,United States,Later stage venture,2017,33247.637480873
USA,United States,Total,2017,71057.58067711399
USA,United States,Start-up and other early stage,2017,30579.022023037
USA,United States,Start-up and other early stage,2018,41996.489060248
USA,United States,Total,2018,118305.92034756998
USA,United States,Later stage venture,2018,66446.022214227
USA,United States,Seed,2018,9863.40907309497
USA,United States,Seed,2019,10038.711524142
USA,United States,Later stage venture,2019,60976.8631875949
USA,United States,Total,2019,116691.1110005428
USA,United States,Start-up and other early stage,2019,45675.5362888059
USA,United States,Start-up and other early stage,2020,45460.250548676
USA,United States,Total,2020,130218.79818481707
USA,United States,Later stage venture,2020,73106.8200437181
USA,United States,Seed,2020,11651.727592423
USA,United States,Seed,2021,18756.563065881
USA,United States,Later stage venture,2021,158970.582505505
USA,United States,Total,2021,266686.17484732
USA,United States,Start-up and other early stage,2021,88959.029275934
USA,United States,Start-up and other early stage,2022,70321.3267598599
USA,United States,Total,2022,190149.9571605949
USA,United States,Later stage venture,2022,94923.055119506
USA,United States,Seed,2022,24905.575281229
USA,United States,Seed,2023,15968.784961475
USA,United States,Later stage venture,2023,72330.1250721669
USA,United States,Total,2023,129099.2878085479
USA,United States,Start-up and other early stage,2023,40800.377774906
USA,United States,Start-up and other early stage,2024,56310.2242020989
USA,United States,Total,2024,156456.873038994
USA,United States,Later stage venture,2024,84216.8861923251
USA,United States,Seed,2024,15929.76264457
ZAF,South Africa,Total,2007,72.27976691617594
ZAF,South Africa,Total,2008,103.1126746542634
ZAF,South Africa,Total,2009,33.2644321605919
ZAF,South Africa,Total,2010,82.38018638628051
ZAF,South Africa,Total,2011,100.1507047388513
ZAF,South Africa,Total,2012,108.26109867547082
ZAF,South Africa,Total,2013,161.11567421828153
ZAF,South Africa,Total,2014,240.93277723997852
ZAF,South Africa,Total,2015,88.13357145546307
ZAF,South Africa,Total,2016,129.6647307718962
ZAF,South Africa,Total,2017,696.5229772587345
ZAF,South Africa,Total,2018,226.4560528049801
ZAF,South Africa,Total,2019,484.5231316347475
ZAF,South Africa,Total,2020,109.34680095026476
ZAF,South Africa,Total,2021,40.586962674384445
ZAF,South Africa,Total,2022,67.21182483296982
ZAF,South Africa,Total,2023,81.29940976709808
