REF_AREA,Reference area,Business development stage,TIME_PERIOD,OBS_VALUE
HRV,Croatia,Start-up and other early stage,2015,1.0985952668802652
HRV,Croatia,Total,2015,1.0985952668802652
HRV,Croatia,Seed,2016,0.0
HRV,Croatia,Later stage venture,2016,0.0
HRV,Croatia,Start-up and other early stage,2016,4.574563998302554
HRV,Croatia,Total,2016,4.574563998302554
HRV,Croatia,Seed,2017,0.0
HRV,Croatia,Later stage venture,2017,0.0
HRV,Croatia,Start-up and other early stage,2017,2.9881697710398805
HRV,Croatia,Total,2017,2.9881697710398805
HRV,Croatia,Later stage venture,2018,0.0
HRV,Croatia,Start-up and other early stage,2018,0.5999736947533273
HRV,Croatia,Total,2018,0.9599579116053236
HRV,Croatia,Seed,2018,0.3599842168519964
HRV,Croatia,Start-up and other early stage,2019,2.9989892973740107
HRV,Croatia,Total,2019,4.59177572238297
HRV,Croatia,Later stage venture,2019,0.7395079830398736
HRV,Croatia,Seed,2019,0.8532784419690849
HRV,Croatia,Start-up and other early stage,2020,9.030160325387422
HRV,Croatia,Total,2020,13.238953215886491
HRV,Croatia,Later stage venture,2020,0.968290182487613
HRV,Croatia,Seed,2020,3.240502708011457
HRV,Croatia,Later stage venture,2021,27.543212931781326
HRV,Croatia,Start-up and other early stage,2021,10.014522677304546
HRV,Croatia,Total,2021,42.3758194994338
HRV,Croatia,Seed,2021,4.818083890347922
HRV,Croatia,Seed,2022,5.818990782532378
HRV,Croatia,Start-up and other early stage,2022,5.046960782353479
HRV,Croatia,Total,2022,15.891423514171368
HRV,Croatia,Later stage venture,2022,5.025471949285512
HRV,Croatia,Later stage venture,2023,0.0750400426210141
HRV,Croatia,Start-up and other early stage,2023,2.308508515790566
HRV,Croatia,Total,2023,4.923545874270343
HRV,Croatia,Seed,2023,2.539997315858763
HRV,Croatia,Seed,2024,5.824895410928718
HRV,Croatia,Total,2024,16.51081560561
HRV,Croatia,Start-up and other early stage,2024,0.8846187295873192
HRV,Croatia,Later stage venture,2024,9.80130146509396
HUN,Hungary,Seed,2007,0.0
HUN,Hungary,Start-up and other early stage,2007,2.8564736722945803
HUN,Hungary,Later stage venture,2007,12.447133809638409
HUN,Hungary,Total,2007,15.303607481932987
HUN,Hungary,Seed,2008,0.0
HUN,Hungary,Start-up and other early stage,2008,2.968793451631883
HUN,Hungary,Later stage venture,2008,5.887301773784042
HUN,Hungary,Total,2008,8.856095225415924
HUN,Hungary,Seed,2009,0.0
HUN,Hungary,Later stage venture,2009,0.2321615347739483
HUN,Hungary,Start-up and other early stage,2009,1.5192249138268548
HUN,Hungary,Total,2009,1.751386448600803
HUN,Hungary,Total,2010,24.972843025508684
HUN,Hungary,Seed,2010,0.4016788928897692
HUN,Hungary,Later stage venture,2010,14.962489045768898
HUN,Hungary,Start-up and other early stage,2010,9.60867508685002
HUN,Hungary,Seed,2011,4.55277939360583
HUN,Hungary,Later stage venture,2011,11.99833410795643
HUN,Hungary,Start-up and other early stage,2011,33.65607207766998
HUN,Hungary,Total,2011,50.207185579232245
HUN,Hungary,Later stage venture,2012,15.470371668292438
HUN,Hungary,Start-up and other early stage,2012,35.507473281663245
HUN,Hungary,Total,2012,51.33955150494235
HUN,Hungary,Seed,2012,0.3617065549866683
HUN,Hungary,Seed,2013,1.5001624553991395
HUN,Hungary,Later stage venture,2013,18.706516087121997
HUN,Hungary,Start-up and other early stage,2013,17.364851239091635
HUN,Hungary,Total,2013,37.57152978161277
HUN,Hungary,Later stage venture,2014,12.653159533547434
HUN,Hungary,Start-up and other early stage,2014,44.02458948661682
HUN,Hungary,Seed,2014,3.746544901599276
HUN,Hungary,Total,2014,60.42429392176353
HUN,Hungary,Seed,2015,4.654772732815249
HUN,Hungary,Start-up and other early stage,2015,42.43390870231129
HUN,Hungary,Total,2015,55.3264707297961
HUN,Hungary,Later stage venture,2015,8.23778929466956
HUN,Hungary,Start-up and other early stage,2016,38.59054972173341
HUN,Hungary,Seed,2016,7.993401174982076
HUN,Hungary,Total,2016,57.77326914003723
HUN,Hungary,Later stage venture,2016,11.189318243321742
HUN,Hungary,Later stage venture,2017,0.17121447877115
HUN,Hungary,Start-up and other early stage,2017,34.09180089717245
HUN,Hungary,Seed,2017,22.324273602860877
HUN,Hungary,Total,2017,56.58728897880447
HUN,Hungary,Later stage venture,2018,1.9719460241908848
HUN,Hungary,Seed,2018,23.558330006092422
HUN,Hungary,Start-up and other early stage,2018,55.5164115062901
HUN,Hungary,Total,2018,81.0466875365734
HUN,Hungary,Seed,2019,33.75409305067617
HUN,Hungary,Total,2019,158.7023033613364
HUN,Hungary,Start-up and other early stage,2019,86.77968224522166
HUN,Hungary,Later stage venture,2019,38.16852806543856
HUN,Hungary,Start-up and other early stage,2020,68.2717682018087
HUN,Hungary,Seed,2020,48.37091996129326
HUN,Hungary,Total,2020,148.2410636861135
HUN,Hungary,Later stage venture,2020,31.59837552301159
HUN,Hungary,Later stage venture,2021,73.43172124173445
HUN,Hungary,Start-up and other early stage,2021,61.92530204881133
HUN,Hungary,Total,2021,159.33111020733978
HUN,Hungary,Seed,2021,23.974086916794
HUN,Hungary,Later stage venture,2022,22.019173383142533
HUN,Hungary,Seed,2022,14.332823921052944
HUN,Hungary,Total,2022,88.1920971332067
HUN,Hungary,Start-up and other early stage,2022,51.84009982901123
HUN,Hungary,Seed,2023,6.902007954763527
HUN,Hungary,Total,2023,54.62200384248269
HUN,Hungary,Start-up and other early stage,2023,46.638727262056136
HUN,Hungary,Later stage venture,2023,1.0812686256630286
HUN,Hungary,Total,2024,33.0936095120894
HUN,Hungary,Seed,2024,0.4762474042487005
HUN,Hungary,Later stage venture,2024,1.1229913792184358
HUN,Hungary,Start-up and other early stage,2024,31.494370728622265
IRL,Ireland,Seed,2007,0.0
IRL,Ireland,Start-up and other early stage,2007,50.333067277863336
IRL,Ireland,Total,2007,99.86854374648132
IRL,Ireland,Later stage venture,2007,49.53547646861799
IRL,Ireland,Seed,2008,1.176604375073942
IRL,Ireland,Start-up and other early stage,2008,50.24363946794655
IRL,Ireland,Total,2008,120.69594442709275
IRL,Ireland,Later stage venture,2008,69.27570058407228
IRL,Ireland,Seed,2009,0.1743478032246532
IRL,Ireland,Later stage venture,2009,44.48597176653518
IRL,Ireland,Start-up and other early stage,2009,64.3395698239938
IRL,Ireland,Total,2009,108.99988939375363
IRL,Ireland,Seed,2010,1.6571458335661624
IRL,Ireland,Later stage venture,2010,21.09659332046407
IRL,Ireland,Start-up and other early stage,2010,45.1593848828449
IRL,Ireland,Total,2010,67.91312403687513
IRL,Ireland,Seed,2011,0.953865174379282
IRL,Ireland,Start-up and other early stage,2011,49.30498978374444
IRL,Ireland,Total,2011,85.0584461130276
IRL,Ireland,Later stage venture,2011,34.79959115490388
IRL,Ireland,Seed,2012,1.0618007505529858
IRL,Ireland,Later stage venture,2012,50.738154775202325
IRL,Ireland,Start-up and other early stage,2012,53.14150616187217
IRL,Ireland,Total,2012,104.94146168762748
IRL,Ireland,Later stage venture,2013,41.21692162637298
IRL,Ireland,Start-up and other early stage,2013,108.42337353883109
IRL,Ireland,Seed,2013,1.4277268972803754
IRL,Ireland,Total,2013,151.06802206248443
IRL,Ireland,Seed,2014,0.4184777453535021
IRL,Ireland,Total,2014,122.06548127199169
IRL,Ireland,Start-up and other early stage,2014,42.41165669095433
IRL,Ireland,Later stage venture,2014,79.23534683568384
IRL,Ireland,Start-up and other early stage,2015,38.20481168670347
IRL,Ireland,Seed,2015,1.16549891544005
IRL,Ireland,Total,2015,101.63844875806788
IRL,Ireland,Later stage venture,2015,62.26813815592435
IRL,Ireland,Seed,2016,26.32914047291151
IRL,Ireland,Start-up and other early stage,2016,133.41288424591738
IRL,Ireland,Total,2016,221.99774227186813
IRL,Ireland,Later stage venture,2016,62.25571755303925
IRL,Ireland,Later stage venture,2017,6.364680219850868
IRL,Ireland,Start-up and other early stage,2017,84.72355758382031
IRL,Ireland,Total,2017,147.01921591066466
IRL,Ireland,Seed,2017,55.930978106993486
IRL,Ireland,Start-up and other early stage,2018,210.93850371906737
IRL,Ireland,Total,2018,427.78668092818793
IRL,Ireland,Later stage venture,2018,206.2989231808818
IRL,Ireland,Seed,2018,10.549254028238773
IRL,Ireland,Start-up and other early stage,2019,118.7919849118121
IRL,Ireland,Total,2019,165.75119773137143
IRL,Ireland,Later stage venture,2019,27.291881685067963
IRL,Ireland,Seed,2019,19.66733113449137
IRL,Ireland,Start-up and other early stage,2020,190.0962345906324
IRL,Ireland,Total,2020,284.1328287263233
IRL,Ireland,Later stage venture,2020,78.8677158727793
IRL,Ireland,Seed,2020,15.16887826291162
IRL,Ireland,Later stage venture,2021,68.82642616541375
IRL,Ireland,Start-up and other early stage,2021,178.94995700384155
IRL,Ireland,Seed,2021,3.883468666027656
IRL,Ireland,Total,2021,251.65985183528292
IRL,Ireland,Start-up and other early stage,2022,192.54196201390312
IRL,Ireland,Total,2022,422.6802141374415
IRL,Ireland,Later stage venture,2022,190.01431882890452
IRL,Ireland,Seed,2022,40.123933294633794
IRL,Ireland,Later stage venture,2023,128.87938098149695
IRL,Ireland,Total,2023,279.2842793186746
IRL,Ireland,Start-up and other early stage,2023,122.79173049215166
IRL,Ireland,Seed,2023,27.61316784502596
IRL,Ireland,Seed,2024,18.709465866347387
IRL,Ireland,Start-up and other early stage,2024,68.22920553652764
IRL,Ireland,Total,2024,280.18125110301344
IRL,Ireland,Later stage venture,2024,193.2425797001384
ISR,Israel,Later stage venture,2007,180.0
ISR,Israel,Start-up and other early stage,2007,847.0
ISR,Israel,Total,2007,1196.0
ISR,Israel,Seed,2007,169.0
ISR,Israel,Seed,2008,89.0
ISR,Israel,Total,2008,1395.0
ISR,Israel,Start-up and other early stage,2008,1077.0
ISR,Israel,Later stage venture,2008,229.0
ISR,Israel,Later stage venture,2009,124.0
ISR,Israel,Start-up and other early stage,2009,575.0
ISR,Israel,Total,2009,739.0
ISR,Israel,Seed,2009,40.0
ISR,Israel,Seed,2010,49.0
ISR,Israel,Total,2010,884.0
ISR,Israel,Start-up and other early stage,2010,695.0
ISR,Israel,Later stage venture,2010,140.0
ISR,Israel,Later stage venture,2011,304.0
ISR,Israel,Start-up and other early stage,2011,844.0
ISR,Israel,Total,2011,1228.0
ISR,Israel,Seed,2011,80.0
ISR,Israel,Seed,2012,69.0
ISR,Israel,Total,2012,867.0
ISR,Israel,Start-up and other early stage,2012,656.0
ISR,Israel,Later stage venture,2012,142.0
ISR,Israel,Later stage venture,2013,57.0
ISR,Israel,Start-up and other early stage,2013,783.0
ISR,Israel,Total,2013,895.0
ISR,Israel,Seed,2013,55.0
ISR,Israel,Seed,2014,0.0
ISR,Israel,Total,2014,2128.485
ISR,Israel,Start-up and other early stage,2014,663.66
ISR,Israel,Later stage venture,2014,1464.825
ISR,Israel,Seed,2015,0.0
ISR,Israel,Later stage venture,2015,1904.651
ISR,Israel,Start-up and other early stage,2015,885.1429999999999
ISR,Israel,Total,2015,2789.794
ISR,Israel,Seed,2016,0.0
ISR,Israel,Total,2016,3042.023
ISR,Israel,Start-up and other early stage,2016,862.773
ISR,Israel,Later stage venture,2016,2179.25
ISR,Israel,Seed,2017,0.0
ISR,Israel,Later stage venture,2017,2990.554
ISR,Israel,Start-up and other early stage,2017,1120.98
ISR,Israel,Total,2017,4111.534
ISR,Israel,Seed,2018,0.0
ISR,Israel,Total,2018,5051.885
ISR,Israel,Start-up and other early stage,2018,1475.565
ISR,Israel,Later stage venture,2018,3576.32
ISR,Israel,Seed,2019,0.0
ISR,Israel,Later stage venture,2019,5741.15
ISR,Israel,Start-up and other early stage,2019,1599.94
ISR,Israel,Total,2019,7341.09
ISR,Israel,Seed,2020,0.0
ISR,Israel,Total,2020,10077.885
ISR,Israel,Start-up and other early stage,2020,1969.445
ISR,Israel,Later stage venture,2020,8108.44
ISR,Israel,Seed,2021,0.0
ISR,Israel,Later stage venture,2021,18022.4
ISR,Israel,Start-up and other early stage,2021,5266.187
ISR,Israel,Total,2021,23288.587
ISR,Israel,Seed,2022,0.0
ISR,Israel,Total,2022,14818.985
ISR,Israel,Start-up and other early stage,2022,5651.334999999999
ISR,Israel,Later stage venture,2022,9167.65
ISR,Israel,Seed,2023,0.0
ISR,Israel,Later stage venture,2023,3927.5
ISR,Israel,Start-up and other early stage,2023,2622.435
ISR,Israel,Total,2023,6549.935
ITA,Italy,Later stage venture,2007,82.20476750936447
ITA,Italy,Total,2007,176.47075591731303
ITA,Italy,Seed,2007,4.807636961463802
ITA,Italy,Start-up and other early stage,2007,89.45835144648474
ITA,Italy,Later stage venture,2008,75.72060987875857
ITA,Italy,Start-up and other early stage,2008,170.38502083795763
ITA,Italy,Seed,2008,13.87951935946599
ITA,Italy,Total,2008,259.9851500761822
ITA,Italy,Later stage venture,2009,1.417503431513463
ITA,Italy,Start-up and other early stage,2009,115.73359209336896
ITA,Italy,Total,2009,128.16839821930918
ITA,Italy,Seed,2009,11.017302694426744
ITA,Italy,Later stage venture,2010,28.094773204280653
ITA,Italy,Start-up and other early stage,2010,71.48170141787651
ITA,Italy,Seed,2010,2.9276331440779995
ITA,Italy,Total,2010,102.50410776623517
ITA,Italy,Later stage venture,2011,34.782470105325075
ITA,Italy,Seed,2011,8.333636083600275
ITA,Italy,Total,2011,148.5590688042088
ITA,Italy,Start-up and other early stage,2011,105.44296261528343
ITA,Italy,Later stage venture,2012,19.85691000204384
ITA,Italy,Start-up and other early stage,2012,94.65223160340648
ITA,Italy,Seed,2012,15.28599164589292
ITA,Italy,Total,2012,129.79513325134326
ITA,Italy,Later stage venture,2013,7.061603639850936
ITA,Italy,Seed,2013,13.87953746217254
ITA,Italy,Start-up and other early stage,2013,82.75701421638804
ITA,Italy,Total,2013,103.69815531841152
ITA,Italy,Later stage venture,2014,9.099831785231377
ITA,Italy,Start-up and other early stage,2014,45.91282749869077
ITA,Italy,Total,2014,69.61235144372166
ITA,Italy,Seed,2014,14.599692159799512
ITA,Italy,Later stage venture,2015,16.150069696271512
ITA,Italy,Seed,2015,4.899608943304136
ITA,Italy,Start-up and other early stage,2015,62.91213272543565
ITA,Italy,Total,2015,83.9618113650113
ITA,Italy,Later stage venture,2016,14.920865725745893
ITA,Italy,Seed,2016,6.4200380278776645
ITA,Italy,Start-up and other early stage,2016,64.09406223522879
ITA,Italy,Total,2016,85.43496598885235
ITA,Italy,Later stage venture,2017,5.191540210815
ITA,Italy,Seed,2017,4.73924975907572
ITA,Italy,Start-up and other early stage,2017,89.32762969358382
ITA,Italy,Total,2017,99.25841966347454
ITA,Italy,Later stage venture,2018,96.27785932203032
ITA,Italy,Start-up and other early stage,2018,93.10680752131502
ITA,Italy,Seed,2018,10.203021786236912
ITA,Italy,Total,2018,199.58768862958223
ITA,Italy,Later stage venture,2019,96.29551780543233
ITA,Italy,Start-up and other early stage,2019,90.31151236460713
ITA,Italy,Seed,2019,29.46264350515707
ITA,Italy,Total,2019,216.0696736751965
ITA,Italy,Later stage venture,2020,227.8515268420653
ITA,Italy,Start-up and other early stage,2020,137.17397154378313
ITA,Italy,Total,2020,394.7346130193909
ITA,Italy,Seed,2020,29.709114633542367
ITA,Italy,Seed,2021,65.77471962135657
ITA,Italy,Total,2021,516.1281307047261
ITA,Italy,Start-up and other early stage,2021,285.04584313263246
ITA,Italy,Later stage venture,2021,165.30756795073708
ITA,Italy,Seed,2022,84.37653333754552
ITA,Italy,Start-up and other early stage,2022,359.77484766993257
ITA,Italy,Total,2022,736.7618385702759
ITA,Italy,Later stage venture,2022,292.6104575627978
ITA,Italy,Later stage venture,2023,282.89164014567024
ITA,Italy,Total,2023,694.9711796497978
ITA,Italy,Seed,2023,58.70151142756047
ITA,Italy,Start-up and other early stage,2023,353.37802807656715
ITA,Italy,Start-up and other early stage,2024,319.75403336903213
ITA,Italy,Seed,2024,55.24985102385886
ITA,Italy,Total,2024,718.9327447204053
ITA,Italy,Later stage venture,2024,343.9288603275143
JPN,Japan,Start-up and other early stage,2009,569.4928851542039
JPN,Japan,Total,2009,935.127890236788
JPN,Japan,Seed,2009,46.7563945118394
JPN,Japan,Later stage venture,2009,318.87861057074474
JPN,Japan,Later stage venture,2010,426.8541052262833
JPN,Japan,Seed,2010,56.74193543793493
JPN,Japan,Total,2010,1289.5894417712486
JPN,Japan,Start-up and other early stage,2010,805.9934011070304
JPN,Japan,Start-up and other early stage,2011,761.3240054499602
JPN,Japan,Total,2011,1553.7355017658226
JPN,Japan,Seed,2011,243.93844102272627
JPN,Japan,Later stage venture,2011,548.4730552931361
JPN,Japan,Later stage venture,2012,201.88128912424247
JPN,Japan,Seed,2012,289.32031880862775
JPN,Japan,Total,2012,1284.5822155103072
JPN,Japan,Start-up and other early stage,2012,793.380607577437
JPN,Japan,Start-up and other early stage,2013,1227.5771495518622
JPN,Japan,Total,2013,1862.787783841976
JPN,Japan,Seed,2013,361.3808300653434
JPN,Japan,Later stage venture,2013,273.8298042247705
JPN,Japan,Later stage venture,2014,165.79391480384658
JPN,Japan,Seed,2014,153.63569438489782
JPN,Japan,Total,2014,1105.2927653589772
JPN,Japan,Start-up and other early stage,2014,785.8631561702327
JPN,Japan,Total,2015,1109.5136603853905
JPN,Japan,Total,2016,1367.7363130462852
JPN,Japan,Total,2017,1678.7597236290694
JPN,Japan,Total,2018,2285.751972625642
JPN,Japan,Total,2019,2502.530374235373
JPN,Japan,Total,2020,2074.463747005251
JPN,Japan,Total,2021,3031.3156544521244
JPN,Japan,Total,2022,2449.464296013889
JPN,Japan,Total,2023,1900.476257115016
KOR,Korea,Total,2007,798.815692613766
KOR,Korea,Total,2008,496.3977605607128
KOR,Korea,Total,2009,397.4959140609124
KOR,Korea,Total,2010,527.125884163741
KOR,Korea,Total,2011,633.2601437742751
KOR,Korea,Total,2012,606.4039379704109
KOR,Korea,Total,2013,635.443945451183
KOR,Korea,Total,2014,865.6585995972798
KOR,Korea,Total,2015,1087.5788328864387
KOR,Korea,Total,2016,1211.698294447424
KOR,Korea,Total,2017,1276.4800497532096
KOR,Korea,Total,2018,1976.5246978538844
KOR,Korea,Total,2019,2708.4392557648616
KOR,Korea,Total,2020,2581.875975687912
KOR,Korea,Total,2021,4669.07838470836
KOR,Korea,Total,2022,3666.81809029753
KOR,Korea,Total,2023,2572.640326271146
KOR,Korea,Total,2024,2622.3159438892453
LTU,Lithuania,Seed,2007,0.0
LTU,Lithuania,Start-up and other early stage,2007,4.27542621279271
LTU,Lithuania,Total,2007,6.870165279631754
LTU,Lithuania,Later stage venture,2007,2.5947390668390446
LTU,Lithuania,Seed,2009,0.0
LTU,Lithuania,Start-up and other early stage,2009,0.0
LTU,Lithuania,Later stage venture,2009,0.2015496303176681
LTU,Lithuania,Total,2009,0.2015496303176681
LTU,Lithuania,Seed,2010,0.0
LTU,Lithuania,Later stage venture,2010,0.0
LTU,Lithuania,Start-up and other early stage,2010,0.1379088678329764
LTU,Lithuania,Total,2010,0.1379088678329764
LTU,Lithuania,Seed,2011,1.2524767205283145
LTU,Lithuania,Start-up and other early stage,2011,0.7598358771205109
LTU,Lithuania,Later stage venture,2011,3.0407351492826304
LTU,Lithuania,Total,2011,5.053047746931456
LTU,Lithuania,Later stage venture,2012,0.0
LTU,Lithuania,Start-up and other early stage,2012,5.273752890474165
LTU,Lithuania,Seed,2012,0.7711658595412588
LTU,Lithuania,Total,2012,6.044918750015423
LTU,Lithuania,Later stage venture,2013,7.314735372201887
LTU,Lithuania,Start-up and other early stage,2013,2.899174527237394
LTU,Lithuania,Total,2013,13.43016753606326
LTU,Lithuania,Seed,2013,3.216257636623977
LTU,Lithuania,Later stage venture,2014,0.2310460815832743
LTU,Lithuania,Start-up and other early stage,2014,8.445796562703542
LTU,Lithuania,Seed,2014,2.329714655964682
LTU,Lithuania,Total,2014,11.0065573002515
LTU,Lithuania,Start-up and other early stage,2015,5.109850541734095
LTU,Lithuania,Seed,2015,1.88235519675092
LTU,Lithuania,Total,2015,7.661708009447103
LTU,Lithuania,Later stage venture,2015,0.6695022709620883
LTU,Lithuania,Later stage venture,2016,0.0
LTU,Lithuania,Start-up and other early stage,2016,2.504478972737242
LTU,Lithuania,Seed,2016,0.2655239176081542
LTU,Lithuania,Total,2016,2.7700028903453964
LTU,Lithuania,Seed,2017,0.0
LTU,Lithuania,Later stage venture,2017,0.0564840587131004
LTU,Lithuania,Start-up and other early stage,2017,4.016129542618867
LTU,Lithuania,Total,2017,4.072613601331967
LTU,Lithuania,Later stage venture,2018,0.0
LTU,Lithuania,Start-up and other early stage,2018,2.0524635023943323
LTU,Lithuania,Seed,2018,1.992943395303488
LTU,Lithuania,Total,2018,4.04540689769782
LTU,Lithuania,Later stage venture,2019,0.0
LTU,Lithuania,Start-up and other early stage,2019,2.363210682437704
LTU,Lithuania,Total,2019,5.218777447415876
LTU,Lithuania,Seed,2019,2.855566764978172
LTU,Lithuania,Later stage venture,2020,4.483827873788244
LTU,Lithuania,Start-up and other early stage,2020,4.505335426445769
LTU,Lithuania,Seed,2020,5.9514584930504215
LTU,Lithuania,Total,2020,14.940621793284436
LTU,Lithuania,Later stage venture,2021,9.113215143040495
LTU,Lithuania,Start-up and other early stage,2021,31.730214002429395
LTU,Lithuania,Seed,2021,13.056151991780808
LTU,Lithuania,Total,2021,53.8995811372507
LTU,Lithuania,Start-up and other early stage,2022,12.52122222090591
LTU,Lithuania,Seed,2022,1.6679026825097834
LTU,Lithuania,Total,2022,74.98637223426645
LTU,Lithuania,Later stage venture,2022,60.797247330850766
LTU,Lithuania,Seed,2023,9.53678927834791
LTU,Lithuania,Total,2023,31.74298685925589
LTU,Lithuania,Later stage venture,2023,1.0509931041444638
LTU,Lithuania,Start-up and other early stage,2023,21.155204476763515
LTU,Lithuania,Start-up and other early stage,2024,12.930192791984712
LTU,Lithuania,Later stage venture,2024,2.435366868258224
LTU,Lithuania,Seed,2024,6.646757721201631
LTU,Lithuania,Total,2024,22.012317381444568
LUX,Luxembourg,Total,2007,21.53171752145209
LUX,Luxembourg,Start-up and other early stage,2007,7.160747754745828
LUX,Luxembourg,Later stage venture,2007,14.096874158869102
LUX,Luxembourg,Seed,2007,0.2740956078371608
LUX,Luxembourg,Seed,2008,0.0
LUX,Luxembourg,Start-up and other early stage,2008,4.485804179969405
LUX,Luxembourg,Later stage venture,2008,38.48819986413749
LUX,Luxembourg,Total,2008,42.9740040441069
LUX,Luxembourg,Seed,2009,0.0
LUX,Luxembourg,Start-up and other early stage,2009,1.5914467478346352
LUX,Luxembourg,Total,2009,7.626014756519109
LUX,Luxembourg,Later stage venture,2009,6.034568008684474
LUX,Luxembourg,Seed,2010,1.32571666685293
LUX,Luxembourg,Later stage venture,2010,0.0524586085073704
LUX,Luxembourg,Start-up and other early stage,2010,1.4582883335382228
LUX,Luxembourg,Total,2010,2.836463608898524
LUX,Luxembourg,Later stage venture,2011,0.0
LUX,Luxembourg,Start-up and other early stage,2011,7.529573133259253
LUX,Luxembourg,Seed,2011,0.1391955250309048
LUX,Luxembourg,Total,2011,7.668768658290157
LUX,Luxembourg,Seed,2012,0.9635915044222684
LUX,Luxembourg,Later stage venture,2012,8.726991297817971
LUX,Luxembourg,Start-up and other early stage,2012,5.335213441685215
LUX,Luxembourg,Total,2012,15.025796243925454
LUX,Luxembourg,Seed,2013,0.0
LUX,Luxembourg,Later stage venture,2013,1.3174930996298906
LUX,Luxembourg,Start-up and other early stage,2013,7.636678752895031
LUX,Luxembourg,Total,2013,8.954171852524922
LUX,Luxembourg,Seed,2014,0.398470523623268
LUX,Luxembourg,Later stage venture,2014,1.0628006231200056
LUX,Luxembourg,Start-up and other early stage,2014,4.237917484691022
LUX,Luxembourg,Total,2014,5.699188631434295
LUX,Luxembourg,Seed,2015,0.1115060459243808
LUX,Luxembourg,Start-up and other early stage,2015,5.88967167982316
LUX,Luxembourg,Total,2015,6.542520162234752
LUX,Luxembourg,Later stage venture,2015,0.5413424364872103
LUX,Luxembourg,Seed,2016,0.0
LUX,Luxembourg,Start-up and other early stage,2016,0.0
LUX,Luxembourg,Later stage venture,2016,0.3266139001527349
LUX,Luxembourg,Total,2016,0.3266139001527349
LUX,Luxembourg,Later stage venture,2017,0.3140513664448383
LUX,Luxembourg,Start-up and other early stage,2017,15.039355098456175
LUX,Luxembourg,Total,2017,15.400875667843502
LUX,Luxembourg,Seed,2017,0.0474692029424895
LUX,Luxembourg,Later stage venture,2018,0.0
LUX,Luxembourg,Start-up and other early stage,2018,1.8927630245789575
LUX,Luxembourg,Total,2018,12.774869080269204
LUX,Luxembourg,Seed,2018,10.882106055690246
LUX,Luxembourg,Seed,2019,0.0
LUX,Luxembourg,Later stage venture,2019,0.0
LUX,Luxembourg,Start-up and other early stage,2019,16.32767000882795
LUX,Luxembourg,Total,2019,16.32767000882795
LUX,Luxembourg,Later stage venture,2020,1.142196105019906
LUX,Luxembourg,Start-up and other early stage,2020,38.70332644056057
LUX,Luxembourg,Seed,2020,0.7995372735139343
LUX,Luxembourg,Total,2020,40.64505981909441
LUX,Luxembourg,Later stage venture,2021,0.4730961234101516
LUX,Luxembourg,Start-up and other early stage,2021,30.970445283038863
LUX,Luxembourg,Seed,2021,1.7741104627880684
LUX,Luxembourg,Total,2021,33.21765186923708
LUX,Luxembourg,Seed,2022,5.286293650511584
LUX,Luxembourg,Start-up and other early stage,2022,207.61991262328897
LUX,Luxembourg,Total,2022,224.98261021799425
LUX,Luxembourg,Later stage venture,2022,12.076403944193686
LUX,Luxembourg,Later stage venture,2023,31.37555015488308
LUX,Luxembourg,Start-up and other early stage,2023,2.047836275515723
LUX,Luxembourg,Total,2023,35.55672942883196
LUX,Luxembourg,Seed,2023,2.133342998433156
LUX,Luxembourg,Seed,2024,0.0416067050439091
LUX,Luxembourg,Later stage venture,2024,5.257078619408564
LUX,Luxembourg,Start-up and other early stage,2024,3.0841781899145846
LUX,Luxembourg,Total,2024,8.382863514367058
LVA,Latvia,Total,2007,9.34418924594501
LVA,Latvia,Later stage venture,2007,0.4103632141222725
LVA,Latvia,Seed,2007,1.1695351602484765
LVA,Latvia,Start-up and other early stage,2007,7.764290871574261
LVA,Latvia,Seed,2008,0.0
LVA,Latvia,Start-up and other early stage,2008,7.423563067047282
LVA,Latvia,Total,2008,13.348632725255491
LVA,Latvia,Later stage venture,2008,5.925069658208209
LVA,Latvia,Seed,2009,0.0
LVA,Latvia,Later stage venture,2009,0.0
LVA,Latvia,Total,2009,0.0
LVA,Latvia,Start-up and other early stage,2009,0.0
LVA,Latvia,Seed,2010,0.0
LVA,Latvia,Later stage venture,2010,0.0
LVA,Latvia,Start-up and other early stage,2010,0.5385149974976083
LVA,Latvia,Total,2010,0.5385149974976083
LVA,Latvia,Seed,2011,0.0
LVA,Latvia,Total,2011,3.645588351548796
LVA,Latvia,Later stage venture,2011,0.2103224048970459
LVA,Latvia,Start-up and other early stage,2011,3.4352659466517497
LVA,Latvia,Seed,2012,0.0
LVA,Latvia,Start-up and other early stage,2012,0.5140509266654691
LVA,Latvia,Later stage venture,2012,1.9276909749955091
LVA,Latvia,Total,2012,2.4417419016609783
LVA,Latvia,Seed,2013,0.0
LVA,Latvia,Total,2013,2.053218314165714
LVA,Latvia,Later stage venture,2013,1.2566768758497768
LVA,Latvia,Start-up and other early stage,2013,0.7965414383159372
LVA,Latvia,Total,2014,8.650652386877494
LVA,Latvia,Later stage venture,2014,2.121084343591751
LVA,Latvia,Start-up and other early stage,2014,4.656381945036735
LVA,Latvia,Seed,2014,1.8731860982490096
LVA,Latvia,Total,2015,8.241140023611765
LVA,Latvia,Later stage venture,2015,0.4992808026464812
LVA,Latvia,Seed,2015,0.79441123265529
LVA,Latvia,Start-up and other early stage,2015,6.947447988309994
LVA,Latvia,Later stage venture,2016,0.6364692872464925
